,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12,principal_component_13,principal_component_14,principal_component_15,principal_component_16,lamellar_period,interaction_parameter
0,1.2857376755155465,1.6693087904641812,-0.18490253946312654,-1.614190069981627,0.3158780210448116,0.09390925625861869,-0.805468066440308,0.1976622258946775,-0.1765596807834272,0.3382314086817881,0.05969190112208231,0.23600834316127392,-0.12480267190191065,-0.051543925115517815,-0.03295754822122548,0.19398191246659408,15.2676113946,0.0
1,-0.03848552393742126,1.8013058411277134,1.7648322739960014,-0.11313870779140038,0.01629853393651451,-1.5694721289798355,0.6245906402596085,-0.04830773340812756,1.0185186807820865,-0.3945867214653862,0.09311473827616039,0.11361634592815126,1.0084392294893665,0.15587191047344431,0.1985058426514537,-0.07889747142151798,15.9070980925,0.0
2,-0.15387671874070302,-1.085747209698928,1.5298993454030494,-1.4005563614138667,0.5033804959917608,-0.15915227576055568,-1.4433978945445662,0.5642312910953642,-0.33645804199741763,0.10511266648743352,-0.29600924369647946,0.09431811881857148,-0.08043217467507698,-0.2687980957759321,-0.13877535039584124,0.31842507095809897,15.5540558112,0.0
3,-0.4743084713119685,-0.4425439313521184,0.8054813472113984,-2.1997601817732266,-1.0669016804058733,0.26912704220974326,-0.34107432230544615,0.14846932143699654,-0.023243539005347903,-0.8651882821244852,-0.14597483115375304,0.8619172888187583,0.1146619389442929,-0.28247340198964355,-0.011712393752373155,0.21566187320705565,15.5146857111,0.0
4,0.19694621621453906,2.487013890922839,-0.7632477071623064,0.32251394753470136,-0.8483695311385107,-0.653247022443466,0.9379503629960823,-0.04443429278462853,0.5267654192643412,0.5169156073721336,-0.8712930343761073,-0.04506305456047889,0.8844211586432551,0.16247354792839372,0.1041744896925043,-0.00534461254772657,15.783591187,0.0
5,-1.7463284377108905,2.6859323133865534,1.7880591280268725,1.2224949228495743,0.4585151433625324,-0.7176364183448726,0.2849218126978586,-0.36774762062720995,-0.1623706457235805,0.5529355205233252,-0.39355824432603503,-0.38041946572108787,0.38432497032022317,0.5322982871934118,-0.22971813257697904,0.30023888327845577,15.8260434954,0.0
6,0.5141507020058184,2.1042106509173903,0.18059875616631083,-0.7008173945755267,0.3393192236605555,0.1369237264261435,-0.14961185546815176,-0.4097155983225804,-0.08063338892420008,0.8768502020580454,-0.5175934937569664,0.46202440648542636,0.04447627521173546,0.02134151876609263,-0.3148502465534992,0.22634572381175921,15.4313182011,0.0
7,1.380557303275786,1.629779755515046,-0.4254691913825256,-0.31528371475220485,-0.4491434876214468,0.675601607446436,-1.1201839596493974,-0.9404254779782963,-1.006949531427261,0.34238280121808035,0.4242785941583481,-0.6371591208599275,-0.030403427455045377,-0.5945254740697263,-0.0385222566022145,0.09029880793710214,15.7431289263,0.0
8,-2.0233334767374287,0.6383969946797899,0.26807058033549247,0.12910521397151944,-0.28869063550347945,0.218301870912716,0.11049240283321317,0.008628581474326382,-0.9917551021061621,-0.46980553358924115,0.5815771122057304,-0.18541523177003413,-0.21001791702370326,0.7865508172963712,-0.4042616423273575,-0.0010423567446724733,15.9281170351,0.0
9,-0.3635704853772513,0.4215841062534034,0.590877838010812,-0.34970760711091303,-0.044690591642987575,0.1022348039531258,0.6237309600409797,0.3439762901395587,-0.07972963365568539,-0.7510430378326555,0.19833221990443028,0.1346547285650491,-0.11789903826319137,-0.3142624855183623,-0.2584134979045387,0.453688558235698,15.9902432671,0.0
10,-0.23332598528170914,-0.4471668156483833,0.397259824636961,-0.7377425643939194,-0.18383912964907131,0.3673200272005802,0.03699548918705759,0.26105420825722503,0.28643612934485263,-0.19157893976882645,-0.42349559006290155,0.04869660670348093,0.2814517215447185,-0.20317467755930851,-0.3466560362670121,0.029326898073282648,15.9607412996,0.0
11,0.14189894090400967,0.21777123734242967,-0.5159304495738483,0.33852033157459405,-0.7415121548574485,0.8568893730449753,-0.6329514285540325,0.17023006420531314,0.7825943167829109,0.10282999543540484,-0.10237471586457395,0.32957735884689976,-0.3032827555294545,-0.1445234315063678,-0.3626367333761774,0.054477191661732705,16.0910837149,0.0
