,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12,principal_component_13,principal_component_14,principal_component_15,principal_component_16,lamellar_period,interaction_parameter
0,0.7959754731596181,-1.3252963022355013,-0.16169356753042544,0.3693113856074612,-0.9618829314808491,0.2913794410837646,0.1955689044002065,0.5807031846887739,-0.03674577539935037,-0.2964722231826193,1.0881293533454486,0.34926348092324533,0.18236643975150815,0.8036112258503941,0.17977237996187198,-0.09637178371170671,16.0363622556,1.0739430074
1,2.233717327275534,-0.24743475439704365,0.0345975478352596,-0.2019950439183753,-0.3225829219076765,0.4723376804928778,-0.013113968401330773,0.46422071536585663,0.8111623318964841,0.5172776505637577,0.17813446735702043,0.3214481905679924,0.20798828658987628,0.21477094457671247,-0.0892298228173575,-0.516951547658707,15.9598354055,2.05010348826
2,3.101153521693196,-1.3055693482911137,-0.4756823354064676,0.5827977872946263,-0.3625141616814286,0.028578014201916083,-0.002812818986541167,-0.014110702877246006,-0.1384949197128441,0.38586865410713,-0.18467351381799896,0.46545772230649557,0.2311254427478547,0.39319867837839134,0.3944294363071598,-0.17973871830710603,16.062957635,2.83639556884
3,2.271167114126034,-1.154696486897464,0.09174310023183317,-0.018934703121103392,0.28678989344976735,-0.1008963673145069,-0.2743583222906077,0.383938195205524,0.20853697486546457,0.025120740482200733,0.26095152514575004,-0.04735431772607856,-0.24766957703648837,0.17793925134070734,0.11672573952937644,-0.29333942413803993,15.9733700495,2.77873958429
4,0.184076211429833,0.5840959705381971,2.391415119707597,-0.06231800748679033,0.000865812206376343,-0.4543525209371535,0.14790720902549645,0.29790408783184696,-0.4376183260312821,0.056522472838221996,-0.03040701197374524,0.1743237260651702,-0.12520368260615564,0.3433061620549793,-0.11885116847634451,-0.052381971238412525,16.0919731948,1.3187154109
5,1.2500621972602666,0.11969830343266398,0.8992059158552484,1.3339431822194412,0.5421580166349365,0.04419642933741018,-0.308980162778681,-1.3728171726670315,0.347062446012839,-0.38470596357362874,0.11203067049764756,-0.41679648552132303,-0.24890960214530944,0.4981401324109657,-0.12305035412843873,-0.01362430777972712,15.7748995183,2.71554246223
6,-0.12501507517127114,-1.1703035762360443,1.2386294826944906,0.5770100048442124,-0.3744327596746021,-0.034867701621225385,-1.5392249124636077,0.4304799888163806,0.36773683461354806,-0.08776365079724426,0.460815712673468,-0.4154761730039439,-0.11114923641594564,0.2843344887587063,-0.09171802278248646,-0.1499571372438143,16.2990444812,0.749019430291
7,1.69912901257512,-1.579318323352365,-0.7005334661729806,-0.8077484606507659,0.364871974859005,0.8495098477266526,0.4768915414616255,-0.6349992450630154,-0.34431406027465455,0.33184342828982266,0.36819052749387576,-0.01067392483277105,-0.3764837564513193,-0.12166617351741232,0.1669123479412061,0.2182558182794184,16.2387361085,0.507858757569
8,1.336776846003357,-0.5196888812920959,-0.9875118982481639,-0.3947735198022554,-0.5516565223298848,0.1311967839461274,-0.4215399575635591,-0.2430515983123303,0.37397965980749837,-0.43385674303637545,-1.387199182742996,-0.19095285066261755,0.4458684620998079,-0.18829413011811702,-0.022747449696880973,0.2141150644484406,15.576696799,1.0226819274
9,-0.2790532186686441,-0.015323532908046535,0.4953244790574131,-0.47436149261438143,0.18804424146090534,0.4317515640461236,0.12340477925859174,-0.4600654994304788,0.8816441106874595,0.006470678644178271,0.608151520882734,-0.06546535173684112,0.1553819982541096,-0.09840233560538568,-0.47125685897325126,0.19215650461356704,15.4595016053,1.91290056036
