,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12,principal_component_13,principal_component_14,principal_component_15,principal_component_16,lamellar_period,interaction_parameter
0,-1.9201114522674436,-1.9218504088602713,1.2195643894530084,-1.1251594148070345,0.46734815720054745,-0.7168861509572401,0.5942305403054734,-0.14178277615691215,0.324665152291427,0.828247421786621,0.3542415780657856,-0.3823099299705077,-0.19286817460412956,0.5058466978194996,-0.25131006973343273,-0.08939199554462444,14.7265107173,3.5
1,1.1728631739464292,-1.3086804538817083,-0.9449866096154762,0.5358976345275752,0.3948070218935604,-0.6982172533224441,-0.09669761895549234,0.25307559310903444,-0.5230002414664187,-1.4116033858191632,-0.4093219741936356,0.37459910886923165,-0.3264218453234822,-0.6315834736967919,-0.09106900748522449,-0.15935468862354035,14.7560962264,3.5
2,-0.7199491507855756,1.556557209975684,-2.0890886703710554,0.8401789716708697,-0.37469749531962704,0.2889478780880264,0.4055452346511277,-0.696271523880243,0.5061496707567597,0.39827185101416374,-0.6846484403192656,-0.14874928988369718,0.3311114013299489,0.2639992545162367,-0.48228427564215653,-0.017248542643161936,15.5023995356,3.5
3,1.2060951650697815,-1.2025465992933397,-0.14246997116780644,-1.3386043140325743,0.2654064305910658,1.75723686139814,0.08971001941461569,-0.5009016263930067,-0.09999377344204204,-0.6587958503683994,-0.08943144107485819,0.037930914646841396,0.24502643278342479,-0.29927112470787215,0.13703248969724782,-0.03216917853329134,14.944565635,3.5
4,-0.18118220008296274,-1.44895765521295,-0.5976347809892357,-0.6427331269739764,-0.35122988086094004,0.8034395029717191,0.050408631314531015,-0.19142012017926668,-0.09521292555088622,-0.6064809526508679,0.37610037293360493,0.6070763100596399,0.7100881058373288,-0.24163900603600316,-0.29400797303961174,0.033111932117251094,14.5867960517,3.5
5,-3.4605849417108243,-0.6466922349189588,-0.7284812677139747,1.5311053645365387,1.098045327997301,0.9690943283996885,-0.6189164115333702,-0.637018327326948,-0.22900182328847157,-0.12869198622159608,-0.49344051659971067,-0.18384223187959692,-0.5076920462014151,-0.22748223025639192,-0.06747591525210032,-0.07811853314539223,14.6970798017,3.5
6,-4.555309097546857,-0.6698581481158505,-0.7702552742465124,0.26217646945542233,0.8637459464999484,-1.1361304030963288,0.1270892547571236,0.684098401466938,-1.0029510228952836,0.3996978456193038,-0.33314863924928495,-0.2738358542475171,0.1350412028613954,0.11180466298987658,-0.12147060311231109,0.20954138862728217,14.5825998264,3.5
7,-1.131477291805466,-1.888834438216547,-0.46561619384409564,0.7636413413039126,-0.22615760457117576,0.31595921473804034,-0.4435455252310611,-0.10400491192414871,0.1989110466225878,0.13444328703484434,-0.7835883834970642,-0.2823248229762838,0.572783022494894,-0.4877173732578893,-0.7226710906766588,-0.08920695396112206,14.6085979242,3.5
8,-5.591533978277702,-0.16145050701390343,-0.5126467906516082,1.3380709481698687,1.2721513655375176,0.21899883903290263,0.9365120779406378,-1.113284059791092,0.14003827616075334,0.6716980728417725,0.20985477644538986,-0.8568531510166116,0.38093629943829505,-0.591895393306271,-0.280036088307127,0.10266173036939798,14.6160374577,3.5
9,-1.66681552881121,-0.3889495165865357,0.3726081859640998,-0.22037410425103918,-0.23403353511335964,0.45785075379903256,-0.3694792587684701,0.24529012670104244,0.4150451873341115,-0.4665032449600798,-0.06855605206429338,0.2729264605070629,-0.6326368703801373,-0.9799319873416568,-0.14949249317279634,0.09548910384642172,14.5797268837,3.5
